,Number of sequences,Mean length,Median,Execution time
0,1000.0,3.345,1.0,5.121013641357422
1,2000.0,2.983,1.0,7.258387327194214
2,3000.0,2.687,1.0,10.918000936508179
3,4000.0,2.5815,1.0,12.606135129928589
4,5000.0,2.5642,1.0,13.942000389099121
5,6000.0,2.6198333333333332,1.0,20.083006620407104
6,7000.0,2.6567142857142856,1.0,28.059966325759888
7,8000.0,2.79125,1.0,49.89649677276611
8,9000.0,2.748666666666667,1.0,75.2407910823822
9,10000.0,2.6945,1.0,101.96039271354675
